; ===================================================================
; LEAF FUNCTIONS — MAKE NO OUTGOING CALLS (likely math/physics primitives)
; Rockstar Table Tennis  -  default.xex
; ===================================================================

; ADDRESS         NAME
; --------------  ----------------------------------------

  0x821CD380  sub_821CD380  [called 1x]
  0x821CDC88  sub_821CDC88  [called 4x]
  0x821CE0F0  sub_821CE0F0  [called 2x]
  0x821CE910  sub_821CE910  [called 2x]
  0x821CEE38  sub_821CEE38  [called 2x]
  0x821CF1F8  sub_821CF1F8  [called 2x]
  0x821CF998  sub_821CF998  [called 2x]
  0x821D01D0  sub_821D01D0  [called 1x]
  0x821D04F0  sub_821D04F0  [called 7x]
  0x821D2560  sub_821D2560  [called 1x]
  0x821D3390  sub_821D3390  [called 4x]
  0x821D38E8  sub_821D38E8  [called 1x]
  0x821D4EA0  sub_821D4EA0  [called 5x]
  0x821D4F80  sub_821D4F80  [called 1x]
  0x821D5128  sub_821D5128  [called 2x]
  0x821D51C8  sub_821D51C8  [called 5x]
  0x821D5938  sub_821D5938  [called 1x]
  0x821D5998  sub_821D5998  [called 10x]
  0x821D6050  sub_821D6050  [called 2x]
  0x821D6100  sub_821D6100  [called 2x]
  0x821D61A8  sub_821D61A8  [called 2x]
  0x821D6C70  sub_821D6C70  [called 1x]
  0x821D6D90  sub_821D6D90  [called 2x]
  0x821D6E18  sub_821D6E18  [called 1x]
  0x821D6E90  sub_821D6E90  [called 1x]
  0x821D70F8  sub_821D70F8  [called 1x]
  0x821D7668  sub_821D7668  [called 1x]
  0x821D7D90  sub_821D7D90  [called 1x]
  0x821D7ED8  sub_821D7ED8  [called 6x]
  0x821D8440  sub_821D8440  [called 1x]
  0x821D8538  sub_821D8538  [called 3x]
  0x821D85D8  sub_821D85D8  [called 1x]
  0x821D87E8  sub_821D87E8  [called 2x]
  0x821D8920  sub_821D8920  [called 2x]
  0x821D8990  sub_821D8990  [called 3x]
  0x821D8A30  sub_821D8A30  [called 3x]
  0x821D8AD0  sub_821D8AD0  [called 1x]
  0x821D8C70  sub_821D8C70  [called 5x]
  0x821D8D88  sub_821D8D88  [called 2x]
  0x821D91C0  sub_821D91C0  [called 2x]
  0x821D93F0  sub_821D93F0  [called 2x]
  0x821DA3C8  sub_821DA3C8  [called 1x]
  0x821DC2A0  sub_821DC2A0  [called 61x]
  0x821DC2F8  sub_821DC2F8  [called 1x]
  0x821DD298  sub_821DD298  [called 4x]
  0x821DD9F0  sub_821DD9F0  [called 1x]
  0x821DDA70  sub_821DDA70  [called 1x]
  0x821DDAF0  sub_821DDAF0  [called 2x]
  0x821DDB70  sub_821DDB70  [called 6x]
  0x821DE330  sub_821DE330  [called 11x]
  0x821DFF48  sub_821DFF48  [called 2x]
  0x821DFFF8  sub_821DFFF8  [called 19x]
  0x821E0068  sub_821E0068  [called 3x]
  0x821E00D8  sub_821E00D8  [called 3x]
  0x821E0270  sub_821E0270  [called 5x]
  0x821E15B0  sub_821E15B0  [called 1x]
  0x821E6868  sub_821E6868  [called 1x]
  0x821E7548  sub_821E7548  [called 0x]
  0x821E7908  sub_821E7908  [called 0x]
  0x821E7F48  sub_821E7F48  [called 2x]
  0x821E81D0  sub_821E81D0  [called 1x]
  0x821E8250  sub_821E8250  [called 1x]
  0x821E84B0  sub_821E84B0  [called 3x]
  0x821E8790  sub_821E8790  [called 2x]
  0x821EA4B8  sub_821EA4B8  [called 1x]
  0x821EB1E0  sub_821EB1E0  [called 32x]
  0x821EEFE0  sub_821EEFE0  [called 3x]
  0x821EFA98  sub_821EFA98  [called 1x]
  0x821EFAF8  sub_821EFAF8  [called 1x]
  0x821EFB68  sub_821EFB68  [called 0x]
  0x821EFD20  sub_821EFD20  [called 5x]
  0x821EFEC8  sub_821EFEC8  [called 1x]
  0x821F2AB8  sub_821F2AB8  [called 0x]
  0x821F2DD8  sub_821F2DD8  [called 1x]
  0x821F2EE0  sub_821F2EE0  [called 1x]
  0x821F2F40  sub_821F2F40  [called 2x]
  0x821F2FC0  sub_821F2FC0  [called 9x]
  0x821F3078  sub_821F3078  [called 8x]
  0x821F3498  sub_821F3498  [called 4x]
  0x8220B928  sub_8220B928  [called 3x]
  0x8220D0E0  sub_8220D0E0  [called 4x]
  0x8220E050  sub_8220E050  [called 1x]
  0x8220E1B0  sub_8220E1B0  [called 7x]
  0x8220E9A8  sub_8220E9A8  [called 1x]
  0x8220F208  sub_8220F208  [called 3x]
  0x8220F550  sub_8220F550  [called 5x]
  0x8220F820  sub_8220F820  [called 3x]
  0x822105B8  sub_822105B8  [called 1x]
  0x822108D0  sub_822108D0  [called 2x]
  0x82210A88  sub_82210A88  [called 4x]
  0x82210BF8  sub_82210BF8  [called 2x]
  0x82210C70  sub_82210C70  [called 3x]
  0x82210E48  sub_82210E48  [called 4x]
  0x82210F00  sub_82210F00  [called 1x]
  0x822110F8  sub_822110F8  [called 3x]
  0x82211160  sub_82211160  [called 4x]
  0x82211200  sub_82211200  [called 3x]
  0x82211298  sub_82211298  [called 3x]
  0x82212280  sub_82212280  [called 1x]
  0x822134F8  sub_822134F8  [called 2x]
  0x82215F28  sub_82215F28  [called 1x]
  0x82215FD0  sub_82215FD0  [called 1x]
  0x82216900  sub_82216900  [called 1x]
  0x82218F08  sub_82218F08  [called 1x]
  0x82219280  sub_82219280  [called 1x]
  0x8221A008  sub_8221A008  [called 1x]
  0x8221A2B0  sub_8221A2B0  [called 0x]
  0x8221A360  sub_8221A360  [called 0x]
  0x8221A480  sub_8221A480  [called 0x]
  0x8221A9F8  sub_8221A9F8  [called 0x]
  0x8221CF20  sub_8221CF20  [called 1x]
  0x8221D178  sub_8221D178  [called 1x]
  0x8221D2D0  sub_8221D2D0  [called 1x]
  0x8221F038  sub_8221F038  [called 1x]
  0x8221FD58  sub_8221FD58  [called 6x]
  0x8221FD70  sub_8221FD70  [called 3x]
  0x8221FD78  sub_8221FD78  [called 3x]
  0x8221FDD0  sub_8221FDD0  [called 3x]
  0x8221FDF0  sub_8221FDF0  [called 3x]
  0x8221FE10  sub_8221FE10  [called 1x]
  0x822203C8  sub_822203C8  [called 4x]
  0x822205B0  sub_822205B0  [called 3x]
  0x82220D40  sub_82220D40  [called 2x]
  0x822219C0  sub_822219C0  [called 2x]
  0x82221B50  sub_82221B50  [called 2x]
  0x822228B8  sub_822228B8  [called 28x]
  0x82222B20  sub_82222B20  [called 2x]
  0x82222BA0  sub_82222BA0  [called 0x]
  0x82224A88  sub_82224A88  [called 1x]
  0x82224E48  sub_82224E48  [called 1x]
  0x82227868  sub_82227868  [called 3x]
  0x822288C8  sub_822288C8  [called 2x]
  0x82228C58  sub_82228C58  [called 1x]
  0x82228E00  sub_82228E00  [called 0x]
  0x82228EA0  sub_82228EA0  [called 6x]
  0x82229A58  sub_82229A58  [called 0x]
  0x82229AF8  sub_82229AF8  [called 0x]
  0x82229F40  sub_82229F40  [called 0x]
  0x8222A460  sub_8222A460  [called 0x]
  0x8222AEE0  sub_8222AEE0  [called 1x]
  0x8222CCF8  sub_8222CCF8  [called 4x]
  0x8222DDD0  sub_8222DDD0  [called 2x]
  0x8222DE38  sub_8222DE38  [called 1x]
  0x82230540  sub_82230540  [called 3x]
  0x822307B0  sub_822307B0  [called 4x]
  0x82230AE0  sub_82230AE0  [called 1x]
  0x82231E00  sub_82231E00  [called 3x]
  0x82232070  sub_82232070  [called 4x]
  0x822323A0  sub_822323A0  [called 1x]
  0x822325F8  sub_822325F8  [called 12x]
  0x822326F0  sub_822326F0  [called 12x]
  0x82234330  sub_82234330  [called 3x]
  0x82234450  sub_82234450  [called 2x]
  0x82234778  sub_82234778  [called 1x]
  0x82236F60  sub_82236F60  [called 1x]
  0x822371B8  sub_822371B8  [called 1x]
  0x82237480  sub_82237480  [called 2x]
  0x822377E8  sub_822377E8  [called 1x]
  0x82237C18  sub_82237C18  [called 1x]
  0x82237CF8  sub_82237CF8  [called 1x]
  0x82238DF8  sub_82238DF8  [called 76x]
  0x82238FF0  sub_82238FF0  [called 0x]
  0x82239CD0  sub_82239CD0  [called 1x]
  0x8223A0A0  sub_8223A0A0  [called 2x]
  0x8223A108  sub_8223A108  [called 1x]
  0x8223A578  sub_8223A578  [called 1x]
  0x8223A710  sub_8223A710  [called 14x]
  0x8223A818  sub_8223A818  [called 26x]
  0x8223A868  sub_8223A868  [called 2x]
  0x8223A978  sub_8223A978  [called 2x]
  0x8223AA50  sub_8223AA50  [called 1x]
  0x8223AD30  sub_8223AD30  [called 21x]
  0x8223B8D0  sub_8223B8D0  [called 3x]
  0x8223B9A8  sub_8223B9A8  [called 4x]
  0x8223BBB0  sub_8223BBB0  [called 8x]
  0x8223BCB0  sub_8223BCB0  [called 6x]
  0x8223C3B8  sub_8223C3B8  [called 3x]
  0x8223C460  sub_8223C460  [called 5x]
  0x8223C858  sub_8223C858  [called 4x]
  0x8223D350  sub_8223D350  [called 1x]
  0x8223DBC8  sub_8223DBC8  [called 1x]
  0x8223DD28  sub_8223DD28  [called 1x]
  0x8223E120  sub_8223E120  [called 1x]
  0x8223E4A0  sub_8223E4A0  [called 2x]
  0x8223E648  sub_8223E648  [called 1x]
  0x8223E778  sub_8223E778  [called 2x]
  0x8223ECB0  sub_8223ECB0  [called 4x]
  0x8223F758  sub_8223F758  [called 2x]
  0x8223F840  sub_8223F840  [called 9x]
  0x8223F968  sub_8223F968  [called 2x]
  0x8223FA58  sub_8223FA58  [called 2x]
  0x8223FB70  sub_8223FB70  [called 1x]
  0x82241110  sub_82241110  [called 2x]
  0x82241EC8  sub_82241EC8  [called 1x]
  0x822433A8  sub_822433A8  [called 0x]
  0x822434A0  sub_822434A0  [called 1x]
  0x82243D48  sub_82243D48  [called 1x]
  0x82243E20  sub_82243E20  [called 1x]
  0x82244BE8  sub_82244BE8  [called 2x]
  0x82244CB8  sub_82244CB8  [called 1x]
  0x82244D18  sub_82244D18  [called 2x]
  0x82245278  sub_82245278  [called 1x]
  0x82246600  sub_82246600  [called 0x]
  0x82246720  sub_82246720  [called 0x]
  0x822480B0  sub_822480B0  [called 2x]
  0x8224A390  sub_8224A390  [called 2x]
  0x8224A968  sub_8224A968  [called 1x]
  0x8224A9F8  sub_8224A9F8  [called 1x]
  0x8224BEF8  sub_8224BEF8  [called 12x]
  0x8224C0F8  sub_8224C0F8  [called 0x]
  0x8224CFE0  sub_8224CFE0  [called 1x]
  0x8224D588  sub_8224D588  [called 1x]
  0x8224E1B0  sub_8224E1B0  [called 1x]
  0x8224E280  sub_8224E280  [called 0x]
  0x8224E398  sub_8224E398  [called 2x]
  0x8224EBC8  sub_8224EBC8  [called 0x]
  0x8224F0E0  sub_8224F0E0  [called 2x]
  0x8224FD58  sub_8224FD58  [called 0x]
  0x8224FDA8  sub_8224FDA8  [called 0x]
  0x8224FE40  sub_8224FE40  [called 0x]
  0x8224FED8  sub_8224FED8  [called 0x]
  0x82254D28  sub_82254D28  [called 0x]
  0x82254D90  sub_82254D90  [called 0x]
  0x822550F8  sub_822550F8  [called 0x]
  0x82255160  sub_82255160  [called 0x]
  0x822553B8  sub_822553B8  [called 1x]
  0x822556E0  sub_822556E0  [called 10x]
  0x82255A40  sub_82255A40  [called 1x]
  0x82255B50  sub_82255B50  [called 1x]
  0x82255F10  sub_82255F10  [called 1x]
  0x82256B40  sub_82256B40  [called 1x]
  0x82257BD0  sub_82257BD0  [called 2x]
  0x82257D10  sub_82257D10  [called 1x]
  0x82258A30  sub_82258A30  [called 2x]
  0x82258B10  sub_82258B10  [called 2x]
  0x82259108  sub_82259108  [called 1x]
  0x82259278  sub_82259278  [called 1x]
  0x82259AB0  sub_82259AB0  [called 0x]
  0x82259AB8  sub_82259AB8  [called 0x]
  0x8225ABE8  sub_8225ABE8  [called 2x]
  0x8225AC88  sub_8225AC88  [called 1x]
  0x8225AE38  sub_8225AE38  [called 7x]
  0x8225AFF8  sub_8225AFF8  [called 2x]
  0x8225B128  sub_8225B128  [called 2x]
  0x8225B710  sub_8225B710  [called 2x]
  0x8225B7E0  sub_8225B7E0  [called 3x]
  0x8225E998  sub_8225E998  [called 42x]
  0x8225F6B8  sub_8225F6B8  [called 2x]
  0x8225FFF8  sub_8225FFF8  [called 30x]
  0x82260268  sub_82260268  [called 156x]
  0x82260EB0  sub_82260EB0  [called 2x]
  0x822610B8  sub_822610B8  [called 16x]
  0x82261148  sub_82261148  [called 17x]
  0x822621B0  sub_822621B0  [called 56x]
  0x82270EC0  sub_82270EC0  [called 0x]
  0x82270F58  sub_82270F58  [called 0x]
  0x82270F88  sub_82270F88  [called 0x]
  0x82270FB8  sub_82270FB8  [called 0x]
  0x82270FE8  sub_82270FE8  [called 1x]
  0x82271038  sub_82271038  [called 14x]
  0x82271250  sub_82271250  [called 0x]
  0x822712A0  sub_822712A0  [called 0x]
  0x822712F0  sub_822712F0  [called 0x]
  0x82271340  sub_82271340  [called 0x]
  0x82271550  sub_82271550  [called 0x]
  0x822715A0  sub_822715A0  [called 0x]
  0x822715F0  sub_822715F0  [called 0x]
  0x82271640  sub_82271640  [called 0x]
  0x82271890  sub_82271890  [called 0x]
  0x82271898  sub_82271898  [called 0x]
  0x822718A0  sub_822718A0  [called 0x]
  0x822718A8  sub_822718A8  [called 0x]
  0x82273990  sub_82273990  [called 2x]
  0x82273A08  sub_82273A08  [called 0x]
  0x82273A28  sub_82273A28  [called 0x]
  0x82273A40  sub_82273A40  [called 0x]
  0x82273A58  sub_82273A58  [called 0x]
  0x82273DC8  sub_82273DC8  [called 0x]
  0x822752F0  sub_822752F0  [called 36x]
  0x82275CC8  sub_82275CC8  [called 23x]
  0x82275E40  sub_82275E40  [called 3x]
  0x82276090  sub_82276090  [called 1x]
  0x82276994  sub_82276994  [called 0x]
  0x822769C0  sub_822769C0  [called 0x]
  0x822769EC  sub_822769EC  [called 0x]
  0x82276A18  sub_82276A18  [called 0x]
  0x82276E48  sub_82276E48  [called 12x]
  0x82277CD8  sub_82277CD8  [called 3x]
  0x82277D38  sub_82277D38  [called 1x]
  0x82278158  sub_82278158  [called 0x]
  0x822788C8  sub_822788C8  [called 0x]
  0x822788D8  sub_822788D8  [called 0x]
  0x82278928  sub_82278928  [called 0x]
  0x82278978  sub_82278978  [called 0x]
  0x822789C8  sub_822789C8  [called 0x]
  0x82278CD0  sub_82278CD0  [called 0x]
  0x82278D20  sub_82278D20  [called 0x]
  0x822791B8  sub_822791B8  [called 0x]
  0x82279418  sub_82279418  [called 0x]
  0x8227AEE8  sub_8227AEE8  [called 0x]
  0x8227AF38  sub_8227AF38  [called 0x]
  0x8227AF88  sub_8227AF88  [called 0x]
  0x8227AFD8  sub_8227AFD8  [called 0x]
  0x8227E5C8  sub_8227E5C8  [called 0x]
  0x8227E7B0  sub_8227E7B0  [called 2x]
  0x82280358  sub_82280358  [called 1x]
  0x82280890  sub_82280890  [called 0x]
  0x82282498  sub_82282498  [called 0x]
  0x822824A0  sub_822824A0  [called 0x]
  0x822830E0  sub_822830E0  [called 2x]
  0x82283F10  sub_82283F10  [called 2x]
  0x82284010  sub_82284010  [called 1x]
  0x82285170  sub_82285170  [called 2x]
  0x82285C88  sub_82285C88  [called 1x]
  0x82285E98  sub_82285E98  [called 1x]
  0x82285FB8  sub_82285FB8  [called 1x]
  0x8228A4E8  sub_8228A4E8  [called 1x]
  0x8228C1A0  sub_8228C1A0  [called 5x]
  0x8228C1C8  sub_8228C1C8  [called 5x]
  0x8228CE50  sub_8228CE50  [called 8x]
  0x8228CEE0  sub_8228CEE0  [called 23x]
  0x8228D0E8  sub_8228D0E8  [called 4x]
  0x8228D1B8  sub_8228D1B8  [called 3x]
  0x8228D1D0  sub_8228D1D0  [called 2x]
  0x8228D250  sub_8228D250  [called 1x]
  0x8228D6B0  sub_8228D6B0  [called 1x]
  0x8228D788  sub_8228D788  [called 1x]
  0x8228D840  sub_8228D840  [called 2x]
  0x8228DD88  sub_8228DD88  [called 2x]
  0x8228DDB0  sub_8228DDB0  [called 12x]
  0x8228E820  sub_8228E820  [called 0x]
  0x8228ECB0  sub_8228ECB0  [called 4x]
  0x8228F250  sub_8228F250  [called 3x]
  0x8228F3E0  sub_8228F3E0  [called 2x]
  0x82290F30  sub_82290F30  [called 1x]
  0x82291260  sub_82291260  [called 0x]
  0x82293BE8  sub_82293BE8  [called 0x]
  0x82293D88  sub_82293D88  [called 0x]
  0x82294330  sub_82294330  [called 6x]
  0x822943E8  sub_822943E8  [called 3x]
  0x822944B8  sub_822944B8  [called 1x]
  0x822944E8  sub_822944E8  [called 1x]
  0x82294518  sub_82294518  [called 1x]
  0x82294548  sub_82294548  [called 4x]
  0x82294790  sub_82294790  [called 4x]
  0x82295098  sub_82295098  [called 1x]
  0x822953D0  sub_822953D0  [called 8x]
  0x82295598  sub_82295598  [called 1x]
  0x82296CA8  sub_82296CA8  [called 5x]
  0x82296D20  sub_82296D20  [called 2x]
  0x82296DB8  sub_82296DB8  [called 3x]
  0x82297128  sub_82297128  [called 4x]
  0x82299FF0  sub_82299FF0  [called 2x]
  0x8229B860  sub_8229B860  [called 0x]
  0x8229D6D0  sub_8229D6D0  [called 6x]
  0x8229F160  sub_8229F160  [called 2x]
  0x8229F1D0  sub_8229F1D0  [called 2x]
  0x822A0148  sub_822A0148  [called 2x]
  0x822A2200  sub_822A2200  [called 4x]
  0x822A2270  sub_822A2270  [called 5x]
  0x822A2300  sub_822A2300  [called 0x]
  0x822A2370  sub_822A2370  [called 4x]
  0x822A2668  sub_822A2668  [called 1x]
  0x822A2EA0  sub_822A2EA0  [called 2x]
  0x822A4288  sub_822A4288  [called 4x]
  0x822A4808  sub_822A4808  [called 3x]
  0x822A6A40  sub_822A6A40  [called 4x]
  0x822A6D70  sub_822A6D70  [called 2x]
  0x822A8E18  sub_822A8E18  [called 1x]
  0x822A8F30  sub_822A8F30  [called 1x]
  0x822A90D8  sub_822A90D8  [called 1x]
  0x822A91E8  sub_822A91E8  [called 2x]
  0x822AFFB8  sub_822AFFB8  [called 1x]
  0x822AFFD8  sub_822AFFD8  [called 2x]
  0x822B0690  sub_822B0690  [called 3x]
  0x822B0750  sub_822B0750  [called 1x]
  0x822B2CA0  sub_822B2CA0  [called 1x]
  0x822B48F8  sub_822B48F8  [called 1x]
  0x822B65E0  sub_822B65E0  [called 3x]
  0x822B66A8  sub_822B66A8  [called 1x]
  0x822B6B20  sub_822B6B20  [called 1x]
  0x822B6DA0  sub_822B6DA0  [called 1x]
  0x822B8ED0  sub_822B8ED0  [called 1x]
  0x822B94D0  sub_822B94D0  [called 0x]
  0x822BB338  sub_822BB338  [called 1x]
  0x822BB408  sub_822BB408  [called 1x]
  0x822C0358  sub_822C0358  [called 0x]
  0x822C0360  sub_822C0360  [called 0x]
  0x822C0368  sub_822C0368  [called 0x]
  0x822C1B10  sub_822C1B10  [called 1x]
  0x822C1B20  sub_822C1B20  [called 1x]
  0x822C1B30  sub_822C1B30  [called 0x]
  0x822C1B98  sub_822C1B98  [called 1x]
  0x822C1C00  sub_822C1C00  [called 2x]
  0x822C1C60  sub_822C1C60  [called 5x]
  0x822C1D18  sub_822C1D18  [called 0x]
  0x822C3E90  sub_822C3E90  [called 1x]
  0x822C4800  sub_822C4800  [called 2x]
  0x822C48A8  sub_822C48A8  [called 3x]
  0x822C4C18  sub_822C4C18  [called 0x]
  0x822C4C98  sub_822C4C98  [called 2x]
  0x822C4D10  sub_822C4D10  [called 0x]
  0x822C4D78  sub_822C4D78  [called 0x]
  0x822C4E30  sub_822C4E30  [called 3x]
  0x822C4EB8  sub_822C4EB8  [called 1x]
  0x822C6858  sub_822C6858  [called 2x]
  0x822C68C0  sub_822C68C0  [called 3x]
  0x822C6918  sub_822C6918  [called 3x]
  0x822C6E48  sub_822C6E48  [called 2x]
  0x822C6EE0  sub_822C6EE0  [called 2x]
  0x822C9420  sub_822C9420  [called 1x]
  0x822C9568  sub_822C9568  [called 0x]
  0x822C9D98  sub_822C9D98  [called 8x]
  0x822CA278  sub_822CA278  [called 0x]
  0x822CABE0  sub_822CABE0  [called 1x]
  0x822CAD78  sub_822CAD78  [called 1x]
  0x822CAE18  sub_822CAE18  [called 2x]
  0x822CAEA8  sub_822CAEA8  [called 2x]
  0x822CB3B8  sub_822CB3B8  [called 1x]
  0x822CB680  sub_822CB680  [called 4x]
  0x822CB740  sub_822CB740  [called 1x]
  0x822CB988  sub_822CB988  [called 0x]
  0x822CC080  sub_822CC080  [called 0x]
  0x822CC7B8  sub_822CC7B8  [called 0x]
  0x822CC978  sub_822CC978  [called 0x]
  0x822CCAB0  sub_822CCAB0  [called 0x]
  0x822CCD18  sub_822CCD18  [called 0x]
  0x822CCD28  sub_822CCD28  [called 1x]
  0x822CCDE0  sub_822CCDE0  [called 0x]
  0x822CCF38  sub_822CCF38  [called 1x]
  0x822CCFA0  sub_822CCFA0  [called 1x]
  0x822CD1B0  sub_822CD1B0  [called 3x]
  0x822CD500  sub_822CD500  [called 1x]
  0x822CD5F0  sub_822CD5F0  [called 2x]
  0x822CD690  sub_822CD690  [called 2x]
  0x822CE660  sub_822CE660  [called 1x]
  0x822CE7C8  sub_822CE7C8  [called 1x]
  0x822CE858  sub_822CE858  [called 1x]
  0x822CEB48  sub_822CEB48  [called 2x]
  0x822D4B50  sub_822D4B50  [called 2x]
  0x822D4BD8  sub_822D4BD8  [called 1x]
  0x822D54D0  sub_822D54D0  [called 1x]
  0x822D55A0  sub_822D55A0  [called 2x]
  0x822D5648  sub_822D5648  [called 1x]
  0x822D6C78  sub_822D6C78  [called 1x]
  0x822D6D80  sub_822D6D80  [called 1x]
  0x822D6E88  sub_822D6E88  [called 2x]
  0x822D7008  sub_822D7008  [called 2x]
  0x822D71D8  sub_822D71D8  [called 3x]
  0x822D7420  sub_822D7420  [called 1x]
  0x822D8C90  sub_822D8C90  [called 2x]
  0x822D8D88  sub_822D8D88  [called 1x]
  0x822D9670  sub_822D9670  [called 1x]
  0x822DA960  sub_822DA960  [called 1x]
  0x822DB098  sub_822DB098  [called 2x]
  0x822DBAA8  sub_822DBAA8  [called 4x]
  0x822DBB48  sub_822DBB48  [called 4x]
  0x822DCE68  sub_822DCE68  [called 0x]
  0x822DD238  sub_822DD238  [called 0x]
  0x822DD4E8  sub_822DD4E8  [called 1x]
  0x822DE7C0  sub_822DE7C0  [called 1x]
  0x822DE810  sub_822DE810  [called 2x]
  0x822DEA88  sub_822DEA88  [called 1x]
  0x822DEDC0  sub_822DEDC0  [called 1x]
  0x822DF348  sub_822DF348  [called 1x]
  0x822E0880  sub_822E0880  [called 0x]
  0x822E1218  sub_822E1218  [called 3x]
  0x822E1B50  sub_822E1B50  [called 2x]
  0x822E2628  sub_822E2628  [called 2x]
  0x822E3170  sub_822E3170  [called 3x]
  0x822E31E0  sub_822E31E0  [called 2x]
  0x822E3BA8  sub_822E3BA8  [called 12x]
  0x822E43C8  sub_822E43C8  [called 0x]
  0x822E4648  sub_822E4648  [called 2x]
  0x822E5278  sub_822E5278  [called 1x]
  0x822E5CC8  sub_822E5CC8  [called 2x]
  0x822E5F98  sub_822E5F98  [called 1x]
  0x822E5FF8  sub_822E5FF8  [called 3x]
  0x822E6070  sub_822E6070  [called 1x]
  0x822E6100  sub_822E6100  [called 1x]
  0x822E6190  sub_822E6190  [called 1x]
  0x822E6260  sub_822E6260  [called 1x]
  0x822E62A0  sub_822E62A0  [called 0x]
  0x822E6300  sub_822E6300  [called 0x]
  0x822E6360  sub_822E6360  [called 0x]
  0x822E63D0  sub_822E63D0  [called 0x]
  0x822E6440  sub_822E6440  [called 0x]
  0x822E64B0  sub_822E64B0  [called 0x]
  0x822E6520  sub_822E6520  [called 0x]
  0x822E6E28  sub_822E6E28  [called 0x]
  0x822E6E38  sub_822E6E38  [called 0x]
  0x822E6E48  sub_822E6E48  [called 0x]
  0x822EA378  sub_822EA378  [called 11x]
  0x822EAC88  sub_822EAC88  [called 17x]
  0x822EC220  sub_822EC220  [called 0x]
  0x822EC7F8  sub_822EC7F8  [called 1x]
  0x822ECB90  sub_822ECB90  [called 10x]
  0x822ECCE8  sub_822ECCE8  [called 2x]
  0x822ECFE0  sub_822ECFE0  [called 2x]
  0x822ED070  sub_822ED070  [called 3x]
  0x822ED328  sub_822ED328  [called 1x]
  0x822ED458  sub_822ED458  [called 1x]
  0x822ED638  sub_822ED638  [called 1x]
  0x822ED740  sub_822ED740  [called 0x]
  0x822EDAD8  sub_822EDAD8  [called 3x]
  0x822F0030  sub_822F0030  [called 0x]
  0x822F8D10  sub_822F8D10  [called 1x]
  0x822F8D70  sub_822F8D70  [called 1x]
  0x822F90A0  sub_822F90A0  [called 1x]
  0x822F9758  sub_822F9758  [called 0x]
  0x822F97B8  sub_822F97B8  [called 2x]
  0x822F9D88  sub_822F9D88  [called 0x]
  0x822FB2F0  sub_822FB2F0  [called 0x]
  0x822FB858  sub_822FB858  [called 1x]
  0x82301C48  sub_82301C48  [called 2x]
  0x823023A0  sub_823023A0  [called 5x]
  0x82305790  sub_82305790  [called 0x]
  0x82305A70  sub_82305A70  [called 0x]
  0x82306DA8  sub_82306DA8  [called 0x]
  0x82306EA8  sub_82306EA8  [called 3x]
  0x82307120  sub_82307120  [called 0x]
  0x823075A8  sub_823075A8  [called 0x]
  0x823078A0  sub_823078A0  [called 0x]
  0x823078A8  sub_823078A8  [called 0x]
  0x82307980  sub_82307980  [called 0x]
  0x823079C8  sub_823079C8  [called 0x]
  0x82308440  sub_82308440  [called 0x]
  0x823085A8  sub_823085A8  [called 0x]
  0x82308A70  sub_82308A70  [called 0x]
  0x82309350  sub_82309350  [called 0x]
  0x82309BC8  sub_82309BC8  [called 6x]
  0x8230A310  sub_8230A310  [called 0x]
  0x8230A898  sub_8230A898  [called 0x]
  0x8230AB50  sub_8230AB50  [called 0x]
  0x8230C788  sub_8230C788  [called 0x]
  0x8230C918  sub_8230C918  [called 0x]
  0x8230CD60  sub_8230CD60  [called 1x]
  0x8230CF88  sub_8230CF88  [called 0x]
  0x8230D958  sub_8230D958  [called 0x]
  0x823103D0  sub_823103D0  [called 2x]
  0x82310528  sub_82310528  [called 2x]
  0x82310EB8  sub_82310EB8  [called 0x]
  0x82310F60  sub_82310F60  [called 0x]
  0x823113E0  sub_823113E0  [called 1x]
  0x823121D8  sub_823121D8  [called 3x]
  0x823136F0  sub_823136F0  [called 1x]
  0x82314018  sub_82314018  [called 0x]
  0x82317258  sub_82317258  [called 0x]
  0x823173E8  sub_823173E8  [called 0x]
  0x823173F8  sub_823173F8  [called 0x]
  0x82317410  sub_82317410  [called 0x]
  0x82317428  sub_82317428  [called 0x]
  0x82317BD0  sub_82317BD0  [called 1x]
  0x82317C78  sub_82317C78  [called 1x]
  0x82320880  sub_82320880  [called 0x]
  0x82322598  sub_82322598  [called 0x]
  0x82322EC0  sub_82322EC0  [called 0x]
  0x82323230  sub_82323230  [called 0x]
  0x82325A38  sub_82325A38  [called 1x]
  0x82329AC0  sub_82329AC0  [called 2x]
  0x82329D08  sub_82329D08  [called 2x]
  0x82329DD0  sub_82329DD0  [called 2x]
  0x8232EDE8  sub_8232EDE8  [called 5x]
  0x8232EFA0  sub_8232EFA0  [called 2x]
  0x8232FC08  sub_8232FC08  [called 6x]
  0x823368C0  sub_823368C0  [called 2x]
  0x82337008  sub_82337008  [called 4x]
  0x82339E78  sub_82339E78  [called 1x]
  0x8233A3C8  sub_8233A3C8  [called 1x]
  0x8233A5F0  sub_8233A5F0  [called 1x]
  0x8233A910  sub_8233A910  [called 1x]
  0x8233AB50  sub_8233AB50  [called 0x]
  0x8233BA48  sub_8233BA48  [called 0x]
  0x8233C0F8  sub_8233C0F8  [called 3x]
  0x8233C690  sub_8233C690  [called 2x]
  0x8233E848  sub_8233E848  [called 1x]
  0x8233E9E0  sub_8233E9E0  [called 1x]
