; ===================================================================
; LEAF FUNCTIONS — MAKE NO OUTGOING CALLS (likely math/physics primitives)
; Rockstar Table Tennis  -  default.xex
; ===================================================================

; ADDRESS         NAME
; --------------  ----------------------------------------

  0x8243B2A8  sub_8243B2A8  [called 1x]
  0x8243B2F0  sub_8243B2F0  [called 1x]
  0x8243D900  sub_8243D900  [called 1x]
  0x8243DB88  sub_8243DB88  [called 5x]
  0x8243DC78  sub_8243DC78  [called 0x]
  0x8243F2D0  sub_8243F2D0  [called 2x]
  0x8243FD80  sub_8243FD80  [called 1x]
  0x824401F0  sub_824401F0  [called 4x]
  0x82447A68  sub_82447A68  [called 1x]
  0x82447A80  sub_82447A80  [called 1x]
  0x82447AB0  sub_82447AB0  [called 1x]
  0x82447AE0  sub_82447AE0  [called 1x]
  0x82447B08  sub_82447B08  [called 1x]
  0x82447B30  sub_82447B30  [called 1x]
  0x82447B50  sub_82447B50  [called 1x]
  0x82447B70  sub_82447B70  [called 1x]
  0x82448290  sub_82448290  [called 3x]
  0x82448308  sub_82448308  [called 1x]
  0x82448A48  sub_82448A48  [called 1x]
  0x82448AB8  sub_82448AB8  [called 1x]
  0x82448B78  sub_82448B78  [called 2x]
  0x82448B90  sub_82448B90  [called 4x]
  0x82448C60  sub_82448C60  [called 7x]
  0x82448CD0  sub_82448CD0  [called 2x]
  0x82448CF8  sub_82448CF8  [called 1x]
  0x82448D10  sub_82448D10  [called 6x]
  0x82448D90  sub_82448D90  [called 2x]
  0x82449140  sub_82449140  [called 0x]
  0x82449148  sub_82449148  [called 0x]
  0x82449150  sub_82449150  [called 0x]
  0x82449B00  sub_82449B00  [called 2x]
  0x82449B30  sub_82449B30  [called 2x]
  0x82449B50  sub_82449B50  [called 2x]
  0x82449BD0  sub_82449BD0  [called 2x]
  0x8244A380  sub_8244A380  [called 1x]
  0x8244A3F0  sub_8244A3F0  [called 1x]
  0x8244A410  sub_8244A410  [called 1x]
  0x8244A458  sub_8244A458  [called 1x]
  0x8244A478  sub_8244A478  [called 1x]
  0x8244A498  sub_8244A498  [called 1x]
  0x8244A4B8  sub_8244A4B8  [called 1x]
  0x8244A4D8  sub_8244A4D8  [called 1x]
  0x8244A4F8  sub_8244A4F8  [called 4x]
  0x8244A578  sub_8244A578  [called 0x]
  0x8244A670  sub_8244A670  [called 1x]
  0x8244A970  sub_8244A970  [called 2x]
  0x8244AE38  sub_8244AE38  [called 3x]
  0x8244B008  sub_8244B008  [called 2x]
  0x8244B388  sub_8244B388  [called 0x]
  0x8244B448  sub_8244B448  [called 0x]
  0x8244B5C0  sub_8244B5C0  [called 0x]
  0x8244B5F0  sub_8244B5F0  [called 0x]
  0x8244B628  sub_8244B628  [called 0x]
  0x8244B658  sub_8244B658  [called 0x]
  0x8244B758  sub_8244B758  [called 0x]
  0x8244B7A0  sub_8244B7A0  [called 0x]
  0x8244C158  sub_8244C158  [called 5x]
  0x8244C6D8  sub_8244C6D8  [called 1x]
  0x8244C718  sub_8244C718  [called 4x]
  0x8244C790  sub_8244C790  [called 2x]
  0x8244D168  sub_8244D168  [called 0x]
  0x8244D1D8  sub_8244D1D8  [called 0x]
  0x8244D248  sub_8244D248  [called 1x]
  0x8244DB70  sub_8244DB70  [called 2x]
  0x8244DF58  sub_8244DF58  [called 1x]
  0x8244E610  sub_8244E610  [called 1x]
  0x8244E758  sub_8244E758  [called 1x]
  0x8244EE88  sub_8244EE88  [called 0x]
  0x8244EE90  sub_8244EE90  [called 0x]
  0x8244EF40  sub_8244EF40  [called 4x]
  0x8244EFE8  sub_8244EFE8  [called 0x]
  0x8244F450  sub_8244F450  [called 1x]
  0x8244F490  sub_8244F490  [called 1x]
  0x8244F778  sub_8244F778  [called 0x]
  0x8244F7C8  sub_8244F7C8  [called 3x]
  0x8244F8A8  sub_8244F8A8  [called 0x]
  0x8244F8B0  sub_8244F8B0  [called 0x]
  0x82450388  sub_82450388  [called 1x]
  0x824503B8  sub_824503B8  [called 2x]
  0x824505C8  sub_824505C8  [called 0x]
  0x824506D0  sub_824506D0  [called 0x]
  0x824508A8  sub_824508A8  [called 0x]
  0x82450928  sub_82450928  [called 1x]
  0x82450988  sub_82450988  [called 1x]
  0x824509E8  sub_824509E8  [called 0x]
  0x82450A48  sub_82450A48  [called 0x]
  0x82450B08  sub_82450B08  [called 0x]
  0x82451170  sub_82451170  [called 0x]
  0x82451278  sub_82451278  [called 0x]
  0x824514E8  sub_824514E8  [called 0x]
  0x82451560  sub_82451560  [called 0x]
  0x824517F8  sub_824517F8  [called 0x]
  0x82451B58  sub_82451B58  [called 1x]
  0x82451B98  sub_82451B98  [called 4x]
  0x82451BB8  sub_82451BB8  [called 1x]
  0x82451BE0  sub_82451BE0  [called 3x]
  0x82451C08  sub_82451C08  [called 3x]
  0x82451C40  sub_82451C40  [called 1x]
  0x82451D20  sub_82451D20  [called 2x]
  0x82451D30  sub_82451D30  [called 3x]
  0x82451D80  sub_82451D80  [called 4x]
  0x82451DE8  sub_82451DE8  [called 1x]
  0x82451E18  sub_82451E18  [called 1x]
  0x82451ED8  sub_82451ED8  [called 1x]
  0x82451F60  sub_82451F60  [called 1x]
  0x82451FD0  sub_82451FD0  [called 2x]
  0x82452048  sub_82452048  [called 1x]
  0x82452250  sub_82452250  [called 1x]
  0x82452278  sub_82452278  [called 2x]
  0x824522D0  sub_824522D0  [called 9x]
  0x824522E0  sub_824522E0  [called 10x]
  0x824526E8  sub_824526E8  [called 8x]
  0x82452880  sub_82452880  [called 1x]
  0x82453078  sub_82453078  [called 2x]
  0x82453098  sub_82453098  [called 3x]
  0x824533A0  sub_824533A0  [called 0x]
  0x824533A8  sub_824533A8  [called 0x]
  0x824533E0  sub_824533E0  [called 0x]
  0x82453A08  sub_82453A08  [called 2x]
  0x82453A38  sub_82453A38  [called 2x]
  0x82453A48  sub_82453A48  [called 3x]
  0x82453C80  sub_82453C80  [called 1x]
  0x82454020  sub_82454020  [called 1x]
  0x824540C0  sub_824540C0  [called 1x]
  0x82454148  sub_82454148  [called 4x]
  0x82454158  sub_82454158  [called 1x]
  0x824541C0  sub_824541C0  [called 1x]
  0x82454228  sub_82454228  [called 1x]
  0x824542D0  sub_824542D0  [called 2x]
  0x82454300  sub_82454300  [called 2x]
  0x82454318  sub_82454318  [called 4x]
  0x824544F0  sub_824544F0  [called 0x]
  0x824545D8  sub_824545D8  [called 4x]
  0x82454698  sub_82454698  [called 1x]
  0x82454B38  sub_82454B38  [called 1x]
  0x82455598  sub_82455598  [called 1x]
  0x82455640  sub_82455640  [called 0x]
  0x82455998  sub_82455998  [called 0x]
  0x82455A60  sub_82455A60  [called 0x]
  0x82455C10  sub_82455C10  [called 6x]
  0x82455C70  sub_82455C70  [called 1x]
  0x82455FD0  sub_82455FD0  [called 1x]
  0x82456080  sub_82456080  [called 2x]
  0x82456130  sub_82456130  [called 0x]
  0x82456688  sub_82456688  [called 0x]
  0x82456F40  sub_82456F40  [called 1x]
  0x82457690  sub_82457690  [called 1x]
  0x82457DA8  sub_82457DA8  [called 1x]
  0x82457DD0  sub_82457DD0  [called 0x]
  0x82457F68  sub_82457F68  [called 2x]
  0x82457FB8  sub_82457FB8  [called 1x]
  0x82457FF0  sub_82457FF0  [called 0x]
  0x824581D8  sub_824581D8  [called 3x]
  0x824584F0  sub_824584F0  [called 0x]
  0x824586C0  sub_824586C0  [called 2x]
  0x82458CE8  sub_82458CE8  [called 2x]
  0x82458D28  sub_82458D28  [called 1x]
  0x82458D80  sub_82458D80  [called 3x]
  0x82458DC0  sub_82458DC0  [called 3x]
  0x82458EB0  sub_82458EB0  [called 2x]
  0x82459830  sub_82459830  [called 1x]
  0x82459850  sub_82459850  [called 2x]
  0x82459A48  sub_82459A48  [called 1x]
  0x82459C78  sub_82459C78  [called 1x]
  0x82459CF8  sub_82459CF8  [called 1x]
  0x82459D10  sub_82459D10  [called 1x]
  0x82459D28  sub_82459D28  [called 1x]
  0x82459D40  sub_82459D40  [called 1x]
  0x82459D58  sub_82459D58  [called 1x]
  0x82459D70  sub_82459D70  [called 1x]
  0x8245A828  sub_8245A828  [called 1x]
  0x8245AC18  sub_8245AC18  [called 1x]
  0x8245B110  sub_8245B110  [called 3x]
  0x8245B450  sub_8245B450  [called 1x]
  0x8245B4B8  sub_8245B4B8  [called 1x]
  0x8245BF40  sub_8245BF40  [called 2x]
  0x8245BFA0  sub_8245BFA0  [called 5x]
  0x8245C030  sub_8245C030  [called 1x]
  0x8245C238  sub_8245C238  [called 1x]
  0x8245C4E8  sub_8245C4E8  [called 0x]
  0x8245CFA8  sub_8245CFA8  [called 0x]
  0x8245D308  sub_8245D308  [called 0x]
  0x8245D580  sub_8245D580  [called 0x]
  0x8245DB50  sub_8245DB50  [called 1x]
  0x8245ED80  sub_8245ED80  [called 0x]
  0x8245EED0  sub_8245EED0  [called 0x]
  0x8245F040  sub_8245F040  [called 0x]
  0x8245F0A8  sub_8245F0A8  [called 0x]
  0x8245FA08  sub_8245FA08  [called 4x]
  0x8245FB68  sub_8245FB68  [called 3x]
  0x8245FC40  sub_8245FC40  [called 2x]
  0x8245FC80  sub_8245FC80  [called 4x]
  0x8245FCD8  sub_8245FCD8  [called 2x]
  0x8245FF70  sub_8245FF70  [called 0x]
  0x8245FF88  sub_8245FF88  [called 0x]
  0x8245FFD8  sub_8245FFD8  [called 0x]
  0x82460028  sub_82460028  [called 0x]
  0x82460100  sub_82460100  [called 2x]
  0x82461270  sub_82461270  [called 3x]
  0x82461338  sub_82461338  [called 0x]
  0x824613B8  sub_824613B8  [called 0x]
  0x824613D8  sub_824613D8  [called 0x]
  0x82461508  sub_82461508  [called 1x]
  0x824621E0  sub_824621E0  [called 1x]
  0x824648F0  sub_824648F0  [called 0x]
  0x82464CA8  sub_82464CA8  [called 0x]
  0x82464E80  sub_82464E80  [called 0x]
  0x82465A58  sub_82465A58  [called 1x]
  0x82465D40  sub_82465D40  [called 1x]
  0x82465D60  sub_82465D60  [called 2x]
  0x82465D80  sub_82465D80  [called 2x]
  0x82465DA8  sub_82465DA8  [called 9x]
  0x82466018  sub_82466018  [called 6x]
  0x82466030  sub_82466030  [called 2x]
  0x82466158  sub_82466158  [called 2x]
  0x82466170  sub_82466170  [called 0x]
  0x824661E0  sub_824661E0  [called 1x]
  0x824662F8  sub_824662F8  [called 2x]
  0x824667C0  sub_824667C0  [called 5x]
  0x824667D0  sub_824667D0  [called 15x]
  0x824668C0  sub_824668C0  [called 0x]
  0x824668C8  sub_824668C8  [called 0x]
  0x824668D0  sub_824668D0  [called 0x]
  0x824668D8  sub_824668D8  [called 0x]
  0x82466930  sub_82466930  [called 0x]
  0x82466980  sub_82466980  [called 0x]
  0x82467238  sub_82467238  [called 0x]
  0x82468948  sub_82468948  [called 0x]
  0x82468950  sub_82468950  [called 0x]
  0x82468998  sub_82468998  [called 0x]
  0x82468CF8  sub_82468CF8  [called 0x]
  0x82468D00  sub_82468D00  [called 0x]
  0x82468D08  sub_82468D08  [called 0x]
  0x82468D10  sub_82468D10  [called 0x]
  0x82468D28  sub_82468D28  [called 0x]
  0x82469888  sub_82469888  [called 0x]
  0x8246AA18  sub_8246AA18  [called 1x]
  0x8246AC00  sub_8246AC00  [called 1x]
  0x8246AEF8  sub_8246AEF8  [called 2x]
  0x8246AFF0  sub_8246AFF0  [called 1x]
  0x8246B050  sub_8246B050  [called 1x]
  0x8246B0B8  sub_8246B0B8  [called 1x]
  0x8246B118  sub_8246B118  [called 1x]
  0x8246B190  sub_8246B190  [called 1x]
  0x8246B360  sub_8246B360  [called 1x]
  0x8246B408  sub_8246B408  [called 2x]
  0x8246B488  sub_8246B488  [called 1x]
  0x8246B4D8  sub_8246B4D8  [called 1x]
  0x8246B550  sub_8246B550  [called 1x]
  0x8246B570  sub_8246B570  [called 1x]
  0x8246B5E0  sub_8246B5E0  [called 1x]
  0x8246B618  sub_8246B618  [called 1x]
  0x8246B708  sub_8246B708  [called 3x]
  0x8246B860  sub_8246B860  [called 2x]
  0x8246B9E0  sub_8246B9E0  [called 2x]
  0x8246BB20  sub_8246BB20  [called 3x]
  0x8246BB40  sub_8246BB40  [called 2x]
  0x8246BB60  sub_8246BB60  [called 1x]
  0x8246BB80  sub_8246BB80  [called 2x]
  0x8246BC00  sub_8246BC00  [called 0x]
  0x8246BFB8  sub_8246BFB8  [called 1x]
  0x8246C018  sub_8246C018  [called 1x]
  0x8246C258  sub_8246C258  [called 2x]
  0x8246C348  sub_8246C348  [called 1x]
  0x8246D348  sub_8246D348  [called 2x]
  0x8246D830  sub_8246D830  [called 2x]
  0x8246DA18  sub_8246DA18  [called 1x]
  0x8246DA80  sub_8246DA80  [called 1x]
  0x8246DAE8  sub_8246DAE8  [called 1x]
  0x8246DB50  sub_8246DB50  [called 1x]
  0x8246DBB8  sub_8246DBB8  [called 1x]
  0x8246DC20  sub_8246DC20  [called 1x]
  0x8246DC88  sub_8246DC88  [called 1x]
  0x8246DCF0  sub_8246DCF0  [called 1x]
  0x8246DCF8  sub_8246DCF8  [called 1x]
  0x8246FCA0  sub_8246FCA0  [called 0x]
  0x8246FD60  sub_8246FD60  [called 1x]
  0x82470CC0  sub_82470CC0  [called 2x]
  0x82477798  sub_82477798  [called 0x]
  0x82477928  sub_82477928  [called 1x]
  0x82477A38  sub_82477A38  [called 1x]
  0x82477C90  sub_82477C90  [called 1x]
  0x82477DE0  sub_82477DE0  [called 0x]
  0x82477FF8  sub_82477FF8  [called 1x]
  0x82478128  sub_82478128  [called 1x]
  0x82478420  sub_82478420  [called 1x]
  0x82478610  sub_82478610  [called 0x]
  0x82478808  sub_82478808  [called 1x]
  0x82479110  sub_82479110  [called 1x]
  0x82479580  sub_82479580  [called 0x]
  0x82479CE8  sub_82479CE8  [called 1x]
  0x8247A4D0  sub_8247A4D0  [called 0x]
  0x8247AF10  sub_8247AF10  [called 1x]
  0x8247B710  sub_8247B710  [called 0x]
  0x8247E2E0  sub_8247E2E0  [called 3x]
  0x8247EA18  sub_8247EA18  [called 0x]
  0x8247EAF8  sub_8247EAF8  [called 0x]
  0x8247EB10  sub_8247EB10  [called 0x]
  0x8247EB18  sub_8247EB18  [called 0x]
  0x8247F7E8  sub_8247F7E8  [called 1x]
  0x8247FA40  sub_8247FA40  [called 0x]
  0x8247FAB8  sub_8247FAB8  [called 0x]
  0x8247FBA0  sub_8247FBA0  [called 2x]
  0x8247FC60  sub_8247FC60  [called 2x]
  0x8247FE38  sub_8247FE38  [called 2x]
  0x82480730  sub_82480730  [called 1x]
  0x824807A8  sub_824807A8  [called 1x]
  0x82480820  sub_82480820  [called 1x]
  0x82481A40  sub_82481A40  [called 2x]
  0x82481A68  sub_82481A68  [called 5x]
  0x82481AA0  sub_82481AA0  [called 2x]
  0x82481AF8  sub_82481AF8  [called 3x]
  0x82481B08  sub_82481B08  [called 4x]
  0x82481B10  sub_82481B10  [called 4x]
  0x82481B28  sub_82481B28  [called 5x]
  0x82481B38  sub_82481B38  [called 2x]
  0x82481B50  sub_82481B50  [called 1x]
  0x82481B70  sub_82481B70  [called 1x]
  0x82481B88  sub_82481B88  [called 4x]
  0x82481BA0  sub_82481BA0  [called 1x]
  0x82481BB8  sub_82481BB8  [called 1x]
  0x82481BC8  sub_82481BC8  [called 1x]
  0x82481BE0  sub_82481BE0  [called 1x]
  0x82481BF8  sub_82481BF8  [called 2x]
  0x82481C18  sub_82481C18  [called 1x]
  0x82481C30  sub_82481C30  [called 2x]
  0x82481C60  sub_82481C60  [called 2x]
  0x82481C70  sub_82481C70  [called 1x]
  0x82481C78  sub_82481C78  [called 1x]
  0x82481C90  sub_82481C90  [called 1x]
  0x82481CA8  sub_82481CA8  [called 1x]
  0x82481D30  sub_82481D30  [called 3x]
  0x82481D40  sub_82481D40  [called 2x]
  0x82481D50  sub_82481D50  [called 1x]
  0x824829E0  sub_824829E0  [called 0x]
  0x82482A90  sub_82482A90  [called 0x]
  0x82482AF8  sub_82482AF8  [called 0x]
  0x824832E8  sub_824832E8  [called 1x]
  0x82483348  sub_82483348  [called 2x]
  0x82483350  sub_82483350  [called 1x]
  0x82483358  sub_82483358  [called 3x]
  0x82483430  sub_82483430  [called 1x]
  0x82483498  sub_82483498  [called 2x]
  0x824834A0  sub_824834A0  [called 2x]
  0x824834A8  sub_824834A8  [called 2x]
  0x824834B0  sub_824834B0  [called 2x]
  0x824834B8  sub_824834B8  [called 1x]
  0x824834C0  sub_824834C0  [called 1x]
  0x824834C8  sub_824834C8  [called 1x]
  0x824834D0  sub_824834D0  [called 7x]
  0x824834D8  sub_824834D8  [called 4x]
  0x824835B8  sub_824835B8  [called 1x]
  0x82483640  sub_82483640  [called 0x]
  0x824836B0  sub_824836B0  [called 1x]
  0x82483E20  sub_82483E20  [called 1x]
  0x82483F00  sub_82483F00  [called 1x]
  0x82484748  sub_82484748  [called 1x]
  0x82484918  sub_82484918  [called 0x]
  0x82485100  sub_82485100  [called 1x]
  0x824852D8  sub_824852D8  [called 1x]
  0x82485720  sub_82485720  [called 0x]
  0x82485768  sub_82485768  [called 0x]
  0x824857B8  sub_824857B8  [called 0x]
  0x82485978  sub_82485978  [called 0x]
  0x82485D98  sub_82485D98  [called 0x]
  0x82486438  sub_82486438  [called 16x]
  0x82486540  sub_82486540  [called 1x]
  0x82486630  sub_82486630  [called 1x]
  0x82486FE0  sub_82486FE0  [called 0x]
  0x82487118  sub_82487118  [called 0x]
  0x824871F0  sub_824871F0  [called 1x]
  0x824872A8  sub_824872A8  [called 1x]
  0x824872B8  sub_824872B8  [called 0x]
  0x82487338  sub_82487338  [called 0x]
  0x824874E0  sub_824874E0  [called 2x]
  0x824874F0  sub_824874F0  [called 1x]
  0x82487830  sub_82487830  [called 1x]
  0x824879A0  sub_824879A0  [called 0x]
  0x824885C8  sub_824885C8  [called 14x]
  0x82488600  sub_82488600  [called 0x]
  0x824887E0  sub_824887E0  [called 3x]
  0x824887F8  sub_824887F8  [called 4x]
  0x82488808  sub_82488808  [called 4x]
  0x82488950  sub_82488950  [called 0x]
  0x824889A8  sub_824889A8  [called 0x]
  0x82489890  sub_82489890  [called 1x]
  0x824899B0  sub_824899B0  [called 1x]
  0x82489AE8  sub_82489AE8  [called 1x]
  0x82489BB8  sub_82489BB8  [called 5x]
  0x8248A090  sub_8248A090  [called 1x]
  0x8248A4A0  sub_8248A4A0  [called 0x]
  0x8248B878  sub_8248B878  [called 1x]
  0x8248B9B8  sub_8248B9B8  [called 2x]
  0x8248B9D8  sub_8248B9D8  [called 0x]
  0x8248BA70  sub_8248BA70  [called 0x]
  0x8248BF80  sub_8248BF80  [called 1x]
  0x8248BFA8  sub_8248BFA8  [called 1x]
  0x8248C300  sub_8248C300  [called 1x]
  0x8248CCA8  sub_8248CCA8  [called 1x]
  0x8248CD70  sub_8248CD70  [called 1x]
  0x8248CD98  sub_8248CD98  [called 1x]
  0x8248D748  sub_8248D748  [called 1x]
  0x8248DBC8  sub_8248DBC8  [called 3x]
  0x8248DBD0  sub_8248DBD0  [called 2x]
  0x8248DBE0  sub_8248DBE0  [called 3x]
  0x8248DC30  sub_8248DC30  [called 2x]
  0x8248DC80  sub_8248DC80  [called 1x]
  0x8248DCC8  sub_8248DCC8  [called 3x]
  0x8248DD30  sub_8248DD30  [called 2x]
  0x8248DD98  sub_8248DD98  [called 1x]
  0x8248E0E8  sub_8248E0E8  [called 1x]
  0x8248E1E0  sub_8248E1E0  [called 0x]
  0x8248E228  sub_8248E228  [called 0x]
  0x8248E278  sub_8248E278  [called 0x]
  0x8248E398  sub_8248E398  [called 0x]
  0x8248E450  sub_8248E450  [called 0x]
  0x8248E520  sub_8248E520  [called 0x]
  0x8248E658  sub_8248E658  [called 0x]
  0x8248E868  sub_8248E868  [called 0x]
  0x8248EC88  sub_8248EC88  [called 0x]
  0x8248ECB8  sub_8248ECB8  [called 0x]
  0x8248ECE8  sub_8248ECE8  [called 0x]
  0x8248ED18  sub_8248ED18  [called 0x]
  0x8248EF70  sub_8248EF70  [called 0x]
  0x8248EFD8  sub_8248EFD8  [called 0x]
  0x8248F040  sub_8248F040  [called 0x]
  0x8248F0A8  sub_8248F0A8  [called 0x]
  0x8248F110  sub_8248F110  [called 0x]
  0x8248F178  sub_8248F178  [called 0x]
  0x8248F1E0  sub_8248F1E0  [called 0x]
  0x82491678  sub_82491678  [called 1x]
  0x824919F0  sub_824919F0  [called 3x]
  0x82491A30  sub_82491A30  [called 3x]
  0x82491AD0  sub_82491AD0  [called 5x]
  0x82491BF8  sub_82491BF8  [called 8x]
  0x82491D48  sub_82491D48  [called 2x]
  0x82491E18  sub_82491E18  [called 1x]
  0x824920B0  sub_824920B0  [called 1x]
  0x82492340  sub_82492340  [called 25x]
  0x82492368  sub_82492368  [called 11x]
  0x824923D8  sub_824923D8  [called 10x]
  0x82492448  sub_82492448  [called 10x]
  0x824928C8  sub_824928C8  [called 1x]
  0x82492EE8  sub_82492EE8  [called 2x]
  0x824930A8  sub_824930A8  [called 1x]
  0x824932A8  sub_824932A8  [called 1x]
  0x824936B0  sub_824936B0  [called 0x]
  0x82494128  sub_82494128  [called 2x]
  0x82494130  sub_82494130  [called 1x]
  0x82498070  sub_82498070  [called 3x]
  0x82498600  sub_82498600  [called 1x]
  0x82498910  sub_82498910  [called 1x]
  0x82498D20  sub_82498D20  [called 1x]
  0x82499B10  sub_82499B10  [called 1x]
  0x82499B90  sub_82499B90  [called 1x]
  0x8249B168  sub_8249B168  [called 1x]
  0x8249B910  sub_8249B910  [called 1x]
  0x8249CC90  sub_8249CC90  [called 2x]
  0x8249CD80  sub_8249CD80  [called 1x]
  0x8249CE80  sub_8249CE80  [called 1x]
  0x8249FDD0  sub_8249FDD0  [called 1x]
  0x824AA0F0  sub_824AA0F0  [called 1x]
  0x824AA1B8  sub_824AA1B8  [called 1x]
  0x824AA700  sub_824AA700  [called 4x]
  0x824AA770  sub_824AA770  [called 2x]
  0x824AB878  sub_824AB878  [called 1x]
  0x824ABC88  sub_824ABC88  [called 1x]
  0x824ABE58  sub_824ABE58  [called 4x]
  0x824ACB30  sub_824ACB30  [called 3x]
  0x824ACE10  sub_824ACE10  [called 1x]
  0x824AD350  sub_824AD350  [called 2x]
  0x824AD6E0  sub_824AD6E0  [called 0x]
  0x824ADC30  sub_824ADC30  [called 34x]
  0x824ADC40  sub_824ADC40  [called 43x]
  0x824ADD08  sub_824ADD08  [called 3x]
  0x824AF490  sub_824AF490  [called 1x]
  0x824AF5A0  sub_824AF5A0  [called 2x]
  0x824AF9E0  sub_824AF9E0  [called 2x]
  0x824AFBF0  sub_824AFBF0  [called 0x]
  0x824B0778  sub_824B0778  [called 1x]
  0x824B1310  sub_824B1310  [called 1x]
  0x824B1C90  sub_824B1C90  [called 1x]
  0x824B22D8  sub_824B22D8  [called 2x]
  0x824B24C0  sub_824B24C0  [called 1x]
  0x824B2BF0  sub_824B2BF0  [called 1x]
  0x824B3768  sub_824B3768  [called 4x]
  0x824B37C0  sub_824B37C0  [called 1x]
  0x824B3908  sub_824B3908  [called 1x]
  0x824B3A18  sub_824B3A18  [called 1x]
  0x824B3B28  sub_824B3B28  [called 2x]
  0x824B3B78  sub_824B3B78  [called 1x]
  0x824B3C48  sub_824B3C48  [called 1x]
  0x824B3D60  sub_824B3D60  [called 1x]
  0x824B43E8  sub_824B43E8  [called 2x]
  0x824B5110  sub_824B5110  [called 4x]
  0x824B51B0  sub_824B51B0  [called 4x]
  0x824B53F0  sub_824B53F0  [called 1x]
  0x824B5658  sub_824B5658  [called 2x]
  0x824BBA08  sub_824BBA08  [called 2x]
  0x824BBA68  sub_824BBA68  [called 4x]
  0x824BBBD0  sub_824BBBD0  [called 2x]
  0x824BBC70  sub_824BBC70  [called 1x]
  0x824BBCB8  sub_824BBCB8  [called 2x]
  0x824BBEF0  sub_824BBEF0  [called 1x]
  0x824BC3D0  sub_824BC3D0  [called 1x]
  0x824BD050  sub_824BD050  [called 2x]
  0x824BDE18  sub_824BDE18  [called 2x]
  0x824BE460  sub_824BE460  [called 1x]
  0x824C0A00  sub_824C0A00  [called 1x]
  0x824C19C0  sub_824C19C0  [called 1x]
  0x824C19F8  sub_824C19F8  [called 5x]
  0x824C2428  sub_824C2428  [called 0x]
  0x824C39A0  sub_824C39A0  [called 2x]
  0x824C3A60  sub_824C3A60  [called 3x]
  0x824C3A98  sub_824C3A98  [called 2x]
  0x824C3B38  sub_824C3B38  [called 1x]
  0x824C3F70  sub_824C3F70  [called 1x]
  0x824C4550  sub_824C4550  [called 1x]
  0x824C58A0  sub_824C58A0  [called 1x]
  0x824C68C0  sub_824C68C0  [called 1x]
  0x824C6E18  sub_824C6E18  [called 0x]
  0x824C6EB0  sub_824C6EB0  [called 1x]
  0x824C6EB8  sub_824C6EB8  [called 2x]
  0x824C8748  sub_824C8748  [called 0x]
  0x824CA670  sub_824CA670  [called 2x]
  0x824CAAC8  sub_824CAAC8  [called 2x]
  0x824CAE28  sub_824CAE28  [called 4x]
  0x824CCFC8  sub_824CCFC8  [called 1x]
  0x824CD3C8  sub_824CD3C8  [called 1x]
  0x824D0AF0  sub_824D0AF0  [called 1x]
  0x824D22C0  sub_824D22C0  [called 1x]
  0x824D22F0  sub_824D22F0  [called 2x]
  0x824D2988  sub_824D2988  [called 2x]
  0x824D2A28  sub_824D2A28  [called 2x]
  0x824D2A60  sub_824D2A60  [called 8x]
  0x824D54D0  sub_824D54D0  [called 1x]
  0x824D9E78  sub_824D9E78  [called 2x]
  0x824DA6D8  sub_824DA6D8  [called 1x]
  0x824DA720  sub_824DA720  [called 2x]
  0x824DA7B0  sub_824DA7B0  [called 1x]
  0x824DA930  sub_824DA930  [called 1x]
  0x824DBB50  sub_824DBB50  [called 4x]
  0x824E1A38  sub_824E1A38  [called 1x]
  0x824E6108  sub_824E6108  [called 6x]
  0x824E9FD8  sub_824E9FD8  [called 2x]
  0x824EA030  sub_824EA030  [called 2x]
  0x824EA3A0  sub_824EA3A0  [called 7x]
  0x824EA430  sub_824EA430  [called 3x]
  0x824EAA30  sub_824EAA30  [called 1x]
  0x824EE8D0  sub_824EE8D0  [called 4x]
  0x824EEE70  sub_824EEE70  [called 2x]
  0x824F0FE8  sub_824F0FE8  [called 1x]
  0x824F2C40  sub_824F2C40  [called 1x]
  0x824F2EE0  sub_824F2EE0  [called 1x]
  0x824F4CB0  sub_824F4CB0  [called 1x]
  0x824F6508  sub_824F6508  [called 7x]
  0x824F7698  sub_824F7698  [called 14x]
  0x824F76D8  sub_824F76D8  [called 2x]
  0x824F7D58  sub_824F7D58  [called 5x]
  0x824F7D70  sub_824F7D70  [called 4x]
  0x824FA248  sub_824FA248  [called 0x]
  0x824FA2D0  sub_824FA2D0  [called 2x]
  0x824FA350  sub_824FA350  [called 4x]
  0x824FD678  sub_824FD678  [called 1x]
  0x824FD828  sub_824FD828  [called 1x]
  0x824FF020  sub_824FF020  [called 1x]
  0x824FF608  sub_824FF608  [called 1x]
  0x824FF7C8  sub_824FF7C8  [called 1x]
  0x82501368  sub_82501368  [called 2x]
  0x825015F0  sub_825015F0  [called 2x]
  0x825018B8  sub_825018B8  [called 2x]
  0x82501D08  sub_82501D08  [called 2x]
  0x82507258  sub_82507258  [called 1x]
  0x825079F8  sub_825079F8  [called 1x]
  0x82507A90  sub_82507A90  [called 1x]
  0x82507B68  sub_82507B68  [called 1x]
  0x8250A1D0  sub_8250A1D0  [called 1x]
  0x8250ABF0  sub_8250ABF0  [called 1x]
  0x8250B240  sub_8250B240  [called 1x]
  0x8250B5C0  sub_8250B5C0  [called 1x]
  0x825130C8  sub_825130C8  [called 1x]
  0x82513270  sub_82513270  [called 1x]
  0x825146A8  sub_825146A8  [called 3x]
  0x8251A808  sub_8251A808  [called 1x]
